,PERIODS,Monthly_Payment,Interests_Paid,Principal_Paid
0,2021-03-01 00:00:00,1305.9147030981012,1054.1666666666667,251.74803643143446
1,2021-04-01 00:00:00,1305.9147030981012,1053.0128214996892,252.90188159841205
2,2021-05-01 00:00:00,1305.9147030981012,1051.8536878756963,254.06101522240488
3,2021-06-01 00:00:00,1305.9147030981012,1050.6892415559273,255.2254615421739
4,2021-07-01 00:00:00,1305.9147030981012,1049.5194581905255,256.3952449075757
5,2021-08-01 00:00:00,1305.9147030981012,1048.3443133180324,257.5703897800688
6,2021-09-01 00:00:00,1305.9147030981012,1047.163782364874,258.7509207332273
7,2021-10-01 00:00:00,1305.9147030981012,1045.9778406448463,259.9368624532549
8,2021-11-01 00:00:00,1305.9147030981012,1044.7864633586025,261.12823973949867
9,2021-12-01 00:00:00,1305.9147030981012,1043.5896255931298,262.32507750497143
10,2022-01-01 00:00:00,1305.9147030981012,1042.3873023212318,263.5274007768694
11,2022-02-01 00:00:00,1305.9147030981012,1041.1794684010044,264.73523469709676
12,2022-03-01 00:00:00,1305.9147030981012,1039.9660985753094,265.9486045227918
13,2022-04-01 00:00:00,1305.9147030981012,1038.7471674712467,267.1675356268545
14,2022-05-01 00:00:00,1305.9147030981012,1037.5226495996235,268.3920534984777
15,2022-06-01 00:00:00,1305.9147030981012,1036.2925193544222,269.622183743679
16,2022-07-01 00:00:00,1305.9147030981012,1035.0567510122637,270.8579520858375
17,2022-08-01 00:00:00,1305.9147030981012,1033.8153187318703,272.0993843662309
18,2022-09-01 00:00:00,1305.9147030981012,1032.568196553525,273.3465065445762
19,2022-10-01 00:00:00,1305.9147030981012,1031.315358398529,274.59934469957216
20,2022-11-01 00:00:00,1305.9147030981012,1030.056778068656,275.85792502944514
21,2022-12-01 00:00:00,1305.9147030981012,1028.7924292456044,277.12227385249685
22,2023-01-01 00:00:00,1305.9147030981012,1027.522285490447,278.3924176076541
23,2023-02-01 00:00:00,1305.9147030981012,1026.2463202430786,279.6683828550226
24,2023-03-01 00:00:00,1305.9147030981012,1024.9645068216598,280.9501962764414
25,2023-04-01 00:00:00,1305.9147030981012,1023.6768184220592,282.237884676042
26,2023-05-01 00:00:00,1305.9147030981012,1022.3832281172942,283.53147498080705
27,2023-06-01 00:00:00,1305.9147030981012,1021.0837088569654,284.83099424113584
28,2023-07-01 00:00:00,1305.9147030981012,1019.7782334666936,286.13646963140764
29,2023-08-01 00:00:00,1305.9147030981012,1018.4667746475498,287.44792845055144
30,2023-09-01 00:00:00,1305.9147030981012,1017.1493049754845,288.7653981226167
31,2023-10-01 00:00:00,1305.9147030981012,1015.8257969007559,290.0889061973453
32,2023-11-01 00:00:00,1305.9147030981012,1014.4962227473515,291.41848035074975
33,2023-12-01 00:00:00,1305.9147030981012,1013.1605547124104,292.75414838569077
34,2024-01-01 00:00:00,1305.9147030981012,1011.8187648656426,294.0959382324586
35,2024-02-01 00:00:00,1305.9147030981012,1010.4708251487438,295.44387794935744
